is_banked,code_module_x,code_presentation_x,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,final_result,code_module_y,code_presentation_y
0,EEE,2013J,M,Scotland,HE Qualification,40-50%,0-35,0,Withdrawn,CCC,2014B
0,EEE,2013J,M,Scotland,HE Qualification,40-50%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,Scotland,HE Qualification,40-50%,0-35,0,Withdrawn,EEE,2013J
0,FFF,2014B,M,Scotland,HE Qualification,40-50%,0-35,0,Pass,CCC,2014B
0,FFF,2014B,M,Scotland,HE Qualification,40-50%,0-35,0,Pass,CCC,2014J
0,FFF,2014B,M,Scotland,HE Qualification,40-50%,0-35,0,Pass,EEE,2013J
0,CCC,2014B,M,Scotland,HE Qualification,40-50%,0-35,0,Withdrawn,CCC,2014B
0,CCC,2014B,M,Scotland,HE Qualification,40-50%,0-35,0,Withdrawn,CCC,2014J
0,CCC,2014B,M,Scotland,HE Qualification,40-50%,0-35,0,Withdrawn,EEE,2013J
0,CCC,2014J,M,Scotland,HE Qualification,40-50%,0-35,1,Withdrawn,CCC,2014B
0,CCC,2014J,M,Scotland,HE Qualification,40-50%,0-35,1,Withdrawn,CCC,2014J
0,CCC,2014J,M,Scotland,HE Qualification,40-50%,0-35,1,Withdrawn,EEE,2013J
0,EEE,2013J,M,Scotland,HE Qualification,40-50%,0-35,0,Withdrawn,CCC,2014B
0,EEE,2013J,M,Scotland,HE Qualification,40-50%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,Scotland,HE Qualification,40-50%,0-35,0,Withdrawn,EEE,2013J
0,FFF,2014B,M,Scotland,HE Qualification,40-50%,0-35,0,Pass,CCC,2014B
0,FFF,2014B,M,Scotland,HE Qualification,40-50%,0-35,0,Pass,CCC,2014J
0,FFF,2014B,M,Scotland,HE Qualification,40-50%,0-35,0,Pass,EEE,2013J
0,CCC,2014J,M,North Western Region,A Level or Equivalent,50-60%,35-55,0,Withdrawn,CCC,2014J
0,CCC,2014J,M,North Western Region,A Level or Equivalent,50-60%,35-55,0,Withdrawn,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,Lower Than A Level,50-60%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,Distinction,CCC,2014J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,FFF,2013J
0,CCC,2014J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,Withdrawn,CCC,2014J
0,CCC,2014J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,Withdrawn,CCC,2014J
0,CCC,2014J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,Withdrawn,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Withdrawn,CCC,2014J
0,FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,Withdrawn,CCC,2014J
0,DDD,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,Withdrawn,CCC,2014J
0,DDD,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,Withdrawn,CCC,2014J
0,DDD,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,Withdrawn,CCC,2014J
0,DDD,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,Withdrawn,CCC,2014J
0,DDD,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,Withdrawn,CCC,2014J
0,DDD,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,Withdrawn,CCC,2014J
0,DDD,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,Withdrawn,CCC,2014J
0,DDD,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,Withdrawn,CCC,2014J
0,DDD,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,Withdrawn,CCC,2014J
0,DDD,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,Ireland,A Level or Equivalent,70-80%,35-55,1,Withdrawn,CCC,2014J
0,EEE,2013J,M,Ireland,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,Ireland,A Level or Equivalent,70-80%,35-55,1,Withdrawn,CCC,2014J
0,EEE,2013J,M,Ireland,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,Ireland,A Level or Equivalent,70-80%,35-55,1,Withdrawn,CCC,2014J
0,EEE,2013J,M,Ireland,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,Ireland,A Level or Equivalent,70-80%,35-55,1,Withdrawn,CCC,2014J
0,EEE,2013J,M,Ireland,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,Ireland,A Level or Equivalent,70-80%,35-55,1,Withdrawn,CCC,2014J
0,EEE,2013J,M,Ireland,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,Ireland,A Level or Equivalent,70-80%,35-55,1,Withdrawn,CCC,2014J
0,EEE,2013J,M,Ireland,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,Ireland,A Level or Equivalent,70-80%,35-55,1,Withdrawn,CCC,2014J
0,EEE,2013J,M,Ireland,A Level or Equivalent,70-80%,35-55,0,Pass,CCC,2014J
0,CCC,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,DDD,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,DDD,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,DDD,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,DDD,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,DDD,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,DDD,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,DDD,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,DDD,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,DDD,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,DDD,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Withdrawn,CCC,2014J
0,DDD,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,London Region,A Level or Equivalent,0-10%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,London Region,A Level or Equivalent,0-10%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,London Region,A Level or Equivalent,0-10%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,London Region,A Level or Equivalent,0-10%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,London Region,A Level or Equivalent,0-10%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,London Region,A Level or Equivalent,0-10%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,London Region,A Level or Equivalent,0-10%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,London Region,A Level or Equivalent,0-10%,0-35,0,Fail,CCC,2014J
0,CCC,2014J,M,London Region,A Level or Equivalent,0-10%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,London Region,A Level or Equivalent,0-10%,0-35,0,Fail,CCC,2014J
0,CCC,2014B,M,Scotland,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014B
0,CCC,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,1,Fail,CCC,2014B
0,EEE,2013J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,Pass,CCC,2014B
0,CCC,2014B,M,Scotland,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014B
0,CCC,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,1,Fail,CCC,2014B
0,EEE,2013J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,Pass,CCC,2014B
0,CCC,2014B,M,Scotland,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014B
0,CCC,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,1,Fail,CCC,2014B
0,EEE,2013J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,Pass,CCC,2014B
0,CCC,2014B,M,Scotland,A Level or Equivalent,50-60%,0-35,0,Withdrawn,CCC,2014B
0,CCC,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,1,Fail,CCC,2014B
0,EEE,2013J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,Pass,CCC,2014B
0,CCC,2014J,M,North Region,HE Qualification,50-60%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2014B,M,North Region,HE Qualification,50-60%,0-35,1,Distinction,CCC,2014J
0,CCC,2014J,M,North Region,HE Qualification,50-60%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2014B,M,North Region,HE Qualification,50-60%,0-35,1,Distinction,CCC,2014J
0,CCC,2014J,M,North Region,HE Qualification,50-60%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2014B,M,North Region,HE Qualification,50-60%,0-35,1,Distinction,CCC,2014J
0,CCC,2014J,M,North Region,HE Qualification,50-60%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2014B,M,North Region,HE Qualification,50-60%,0-35,1,Distinction,CCC,2014J
0,CCC,2014J,M,North Region,HE Qualification,50-60%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2014B,M,North Region,HE Qualification,50-60%,0-35,1,Distinction,CCC,2014J
0,CCC,2014J,M,North Region,HE Qualification,50-60%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2014B,M,North Region,HE Qualification,50-60%,0-35,1,Distinction,CCC,2014J
0,CCC,2014J,M,North Region,HE Qualification,50-60%,0-35,0,Withdrawn,CCC,2014J
0,EEE,2014B,M,North Region,HE Qualification,50-60%,0-35,1,Distinction,CCC,2014J
0,CCC,2014J,M,North Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,North Region,A Level or Equivalent,10-20,0-35,0,Pass,CCC,2014J
0,CCC,2014J,M,North Region,A Level or Equivalent,10-20,0-35,0,Withdrawn,CCC,2014J
0,EEE,2013J,M,North Region,A Level or Equivalent,10-20,0-35,0,Pass,CCC,2014J
